Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Pages,Issue,Volume,Series,Publisher,Place,Extra,Manual Tags,Editor
CGTL8IF8,journalArticle,2020,"Fan, Longmao; Li, Hailing; Zhang, Xiao-Ping",Load Prediction Methods Using Machine Learning for Home Energy Management Systems Based on Human Behavior Patterns Recognition,CSEE JOURNAL OF POWER AND ENERGY SYSTEMS,,2096-0042,10.17775/CSEEJPES.2018.01130,,"Load forecasting can enhance the reliability and efficiency of operations in a home energy management system (HEMS). The rise of big data with machine learning in recent years makes it a potential solution. This paper proposes two new energy load forecasting methods, enhancing the traditional sequence to sequence long short-term memory (S2S-LSTM) model. Method 1 integrates S2S-LSTM with human behavior patterns recognition, implemented and compared by 3 types of algorithms: density based spatial clustering of applications with noise (DBSCAN), K-means and Pearson correlation coefficient (PCC). Among them, PCC is proven to be better than the others and suitable for a large number of residential customers. Method 2 further improves Method 1's performance with a modified multi-layer Neural Network architecture, which is constituted by fully-connected, dropout and stable improved softmax layers. It optimizes the process of supervised learning in LSTM and improves the stability and accuracy of the prediction model. The performances of both proposed methods are evaluated on a dataset of 8-week electricity consumptions from 2337 residential customers.",2020-09,563-571,3,6,,,,"Place: 15, QINGHE XIAOYING DONG LU, HAIDIAN-QU, BEIJING, 100192, PEOPLES R CHINA Publisher: CHINA ELECTRIC POWER RESEARCH INST Type: Article",machine learning; long short-term memory; neural network; home energy management systems; Cluster analysis,
T5PDXI2H,journalArticle,2023,"Widmer, Fabian; Nowak, Severin; Bowler, Benjamin; Huber, Patrick; Papaemmanouil, Antonios",Data-driven comparison of federated learning and model personalization for electric load forecasting,ENERGY AND AI,,2666-5468,10.1016/j.egyai.2023.100253,,"Residential short-term electric load forecasting is essential in modern decentralized power systems. Load forecasting methods mostly rely on neural networks and require access to private and sensitive electric load data for model training. Conventional neural network training aggregates all data on a centralized server to train one global model. However, the aggregation of user data introduces security and data privacy risks. In contrast, this study investigates the modern neural network training methods of federated learning and model personalization as potential solutions to security and data privacy problems. Within an extensive simulation approach, the investigated methods are compared to the conventional centralized method and a pre-trained baseline predictor to compare their respective performances. This study identifies that the underlying data structure of electric load data has a significant influence on the loss of a model. We therefore conclude that a comparison of loss distributions will in fact be considered a comparison of data structures, rather than a comparison of the model performance. As an alternative method of comparison of loss values, this study develops the ?differential comparison?. The method allows for the isolated comparison of model loss differences by only comparing the losses of two models generated by the same data sample to build a distribution of differences. The differential comparison method was then used to identify model personalization as the best performing model training method for load forecasting among all analyzed methods, with a superior performance in 59.1 % of all cases.",2023-10,,,14,,,,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",Machine learning; Federated learning; Temporal convolutional network; Differential comparison; Electric load forecast; Model personalization,
BHXZI37I,journalArticle,2022,"Sulaiman, S. M.; Jeyanthy, P. Aruna; Devaraj, D.; Shihabudheen, K., V",A novel hybrid short-term electricity forecasting technique for residential loads using Empirical Mode Decomposition and Extreme Learning Machines,COMPUTERS & ELECTRICAL ENGINEERING,,0045-7906,10.1016/j.compeleceng.2021.107663,,"In recent years, the residential load forecasting problem has been gaining renewed interest due to the advent of Smart Meters and Data Analytics. A novel hybrid method based on Empirical Mode Decomposition (EMD) in tandem with Extreme Learning Machine (ELM) is proposed in this paper to improve the forecast accuracy of residential load signals derived from Smart Meter data. Three state-of-the-art machine learning methods, namely Artificial Neural Network (ANN), Support Vector Regression (SVR), and ELM, are selected for performance comparison. It is observed from the results that the proposed method is found effective in picking the peaks that are usually present in residential loads and hence improved the forecast accuracy. Further, the results show that the performance of EMD based models is improved when the test data is characterized by more peaks. Smart*, a public dataset containing residential load measurements, is used for evaluation.",2022-03,,,98,,,,"Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Publisher: PERGAMON-ELSEVIER SCIENCE LTD Type: Article",Short-term load forecasting; Smart Grid; Empirical Mode Decomposition; Extreme Learning Machines; Smart Meter Data,
RE8VZ29M,journalArticle,2025,"Shahsavari-Pour, Nasser; Heydari, Azim; Keynia, Farshid; Fekih, Afef; Shahsavari-Pour, Aylar",Building electrical consumption patterns forecasting based on a novel hybrid deep learning model,RESULTS IN ENGINEERING,,2590-1230,10.1016/j.rineng.2025.104522,,"Accurate prediction of electrical energy consumption in smart buildings is a critical challenge for optimizing energy management systems, reducing costs, and improving overall efficiency. Existing models often fail to account for the complex and nonlinear characteristics of energy consumption patterns, resulting in suboptimal prediction performance. This paper addresses the problem of accurate energy forecasting by proposing an intelligent hybrid model that integrates advanced feature selection, signal decomposition, and deep learning techniques. Specifically, the proposed model comprises three key components: (i) a mutual information-based feature selection method to identify the most significant input variables influencing energy consumption; (ii) a variational mode decomposition (VMD) approach to decompose the original energy consumption signal into intrinsic mode functions (IMFs), capturing relevant trends and eliminating noise; and (iii) a long short-term memory (LSTM) neural network to perform time-series forecasting of the target energy consumption values. The performance of the proposed model was evaluated using real-world datasets collected from a smart two-story residential building in Houston, Texas, USA. A comparative analysis was conducted against benchmark models, including the generalized regression neural network (GRNN) and adaptive neuro-fuzzy inference system (ANFIS), to validate the efficacy of the proposed approach. The results demonstrate that the proposed hybrid model achieves a significantly lower average root mean square error (RMSE) of 0.1192, compared to 0.264 for the GRNN and 0.319 for the ANFIS models, indicating superior prediction accuracy. These findings highlight the effectiveness of integrating mutual information, VMD, and LSTM for improving energy consumption forecasting in smart buildings. The proposed model provides a robust and accurate tool for energy management, enabling smart buildings to enhance operational optimization and energy efficiency.",2025-06,,,26,,,,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",Load forecasting; Energy management; Building energy consumption pattern; Deep learning models; Smart building,
96VLN3LQ,journalArticle,2025,"Muqtadir, Ali; Li, Bin; Ying, Zhou; Songsong, Chen; Kazmi, Sadia Nishat",Nowcasting the next hour of residential load using boosting ensemble machines,SCIENTIFIC REPORTS,,2045-2322,10.1038/s41598-025-91767-6,,"Accurate residential load forecasting is a key to achieve grid stability and efficient energy management. However, it becomes challenging due to the non-linear and seasonally fluctuating energy usage of domestic users. Existing statistical and machine learning-based forecasting models struggle to produce accurate forecasts due to dynamic and stochastic user behaviors for energy usage. On the other hand, pairwise ensemble methods can achieve higher forecasting accuracy in short-term load forecasting, but are not scalable and face generalization issues that often lead to overfitting and complexity in managing multivariate data. To address these limitations, we propose to integrate LightGBM, XGBoost and CatBoost models to systematically address the limitations of existing ensemble-based forecasting models. This integration aims to leverage the strengths of each ensemble method, where LightGBM handles generalization across multiple sites, XGBoost avoids overfitting the model, and CatBoost effectively manages categorical features. We implement our proposed model using a real-world, publicly available dataset for 13 residential locations in North America and Europe. The proposed model outperforms other state-of-the-art algorithms with the lowest root mean squared logarithmic error (RMSLE) values of 0.1898, while the coefficient of determination (R2) calculated from the data is 0.9745. Other evaluation measures such as root mean square error (RMSE), coefficient of variation of the root mean square error (CVRMSE) and mean bias error (MBE) also support the proposed approach regarding the efficiency of the model.Finally, we also perform an ablution study to show predictive efficacy of incremental model integration.",2/28/2025,,1,15,,,,"Place: HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY Publisher: NATURE PORTFOLIO Type: Article",Residential Load; Forecasting; CatBoost; Demand Response; LightGBM; XGBoost,
FQPTYN93,journalArticle,2020,"Yuan, Lyuzerui; Ma, Jinghuan; Gu, Jie; Wen, Honglin; Jin, Zhijian",Featuring periodic correlations via dual granularity inputs structuredRNNsensemble load forecaster,INTERNATIONAL TRANSACTIONS ON ELECTRICAL ENERGY SYSTEMS,,2050-7038,10.1002/2050-7038.12571,,"With the development of Energy Internet and the widespread use of smart meters, the application of user-side data has been attracting more and more attention, one of which is residential short-term load forecasting (SLTF). The ability of traditional prediction methods is limited due to a large amount of fine-grained data with high uncertainty, and many researchers have applied deep learning to SLTF thereby. However, perspectives to study and develop deep neural network forecasters are yet to be freed from time domain. Frequency domain analysis provides a sufficient path to assess the periodic characteristics of load. By insights from the spectrum of load data, significant periodic fluctuation characteristics of load are revealed. Based on this, a dual time granularity inputs structured RNNs ensemble STLF model is proposed, which unites two independent input-featured RNNs to learn more time-frequency characteristics implied in fine-grained load. One RNN is mainly responsible for mining time-domain features of load, the other focuses on learning frequency-domain features. Case study indicates a positive correlation between capturing more spectrum characteristics and performing a better prediction over accepted criteria, which has been achieved by the proposed model. In addition, experiments show that the proposed forecaster can improve both individual household and aggregated load STLF accuracy.",2020-11,,11,30,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",deep learning; short-term load forecasting; recurrent neural network; time series; ensemble model; spectrum analysis,
H3D7BTR9,journalArticle,2022,"Lu, Shixiang; Xu, Qifa; Jiang, Cuixia; Liu, Yezheng; Kusiak, Andrew",Probabilistic load forecasting with a non-crossing sparse-group Lasso-quantile regression deep neural network,ENERGY,,0360-5442,10.1016/j.energy.2021.122955,,"In this paper, a non-crossing sparse-group Lasso-quantile regression deep neural network (SGLQRDNN) model is proposed to address electricity load forecasting. Different from the traditional deep learning for point forecasting, the SGLQRDNN model realizes the probability density forecasting of the load. SGLQRDNN modelling integrates two strategies to alleviate the dilemma of quantile crossing and structural complexity. The SGLQRDNN model mitigates the deficiency of quantile crossing by a joint estimation of non-crossing constraints. It also realizes the shrinkage of the network and the selection of critical features with the sparse-group Lasso algorithm. The proposed model is trained and tested using the residential daily electricity consumption data. The experimental results show that SGLQRDNN has advantages in interpretability, sparsity, and performance criteria. Specifically, the monotonicity of its internal quantiles is 4.18%-9.96% higher than that of the unconstrained model. Compared with three sparse regularization networks, SGLQRDNN can shrink 88.47% of the connection weights and 19.32% of neurons. Meanwhile, its performance improvement ranges from 5.76% to 18.28%. Additionally, its training speed is 2.73-7.01 times faster than the model trained on individual quantiles. Finally, two non parametric tests verify that SGLQRDNN significantly outperforms the comparison models at the 10% level. (c) 2021 Elsevier Ltd. All rights reserved.",3/1/2022,,,242,,,,"Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Publisher: PERGAMON-ELSEVIER SCIENCE LTD Type: Article",Deep neural network; Probabilistic forecasting; Electricity market; Quantile crossing; Sparse network,
AXK76Q9N,journalArticle,2018,"Fayaz, Muhammad; Kim, DoHyeun",A Prediction Methodology of Energy Consumption Based on Deep Extreme Learning Machine and Comparative Analysis in Residential Buildings,ELECTRONICS,,,10.3390/electronics7100222,,"In this paper, we have proposed a methodology for energy consumption prediction in residential buildings. The proposed method consists of four different layers, namely data acquisition, preprocessing, prediction, and performance evaluation. For experimental analysis, we have collected real data from four multi-storied residential building. The collected data are provided as input for the acquisition layer. In the pre-processing layer, several data cleaning and preprocessing schemes were deployed to remove abnormalities from the data. In the prediction layer, we have used the deep extreme learning machine (DELM) for energy consumption prediction. Further, we have also used the adaptive neuro-fuzzy inference system (ANFIS) and artificial neural network (ANN) in the prediction layer. In the DELM different numbers of hidden layers, different hidden neurons, and various types of activation functions have been used to achieve the optimal structure of DELM for energy consumption prediction. Similarly, in the ANN, we have employed a different combination of hidden neurons with different types of activation functions to get the optimal structure of ANN. To obtain the optimal structure of ANFIS, we have employed a different number and type of membership functions. In the performance evaluation layer for the comparative analysis of three prediction algorithms, we have used the mean absolute error (MAE), root mean square error (RMSE) and mean absolute percentage error (MAPE). The results indicate that the performance of DELM is far better than ANN and ANFIS for one-week and one-month hourly energy prediction on the given data.",2018-10,,10,7,,,,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",residential building; machine learning algorithms; prediction; consumption; energy,
R9DC8D7V,journalArticle,2024,"Kaur, Simarjit; Bala, Anju; Parashar, Anshu",GA-BiLSTM: an intelligent energy prediction and optimization approach for individual home appliances,EVOLVING SYSTEMS,,1868-6478,10.1007/s12530-023-09529-6,,"Energy consumption of residential buildings is rising rapidly with population growth and increased utilization of electrical appliances. So far, accurate energy forecasting is an effective tool for managing energy and reducing energy wastage in residential buildings. Advanced energy forecasting techniques can handle non-linear energy consumption patterns and trends. Although, the existing forecasting approaches suffer from certain deficiencies that need to be addressed to optimize the predictive performance. In this paper, firstly, a deep learning-based bidirectional long short-term memory model is developed to predict the electricity demand of individual home appliances. Secondly, genetic algorithm has been deployed for the hyperparameter optimization of the proposed deep learning model. Further, the hybrid prediction and optimization approach is evaluated using two benchmark datasets of individual appliances' energy consumption. The experimental results revealed that the proposed hybrid approach improved the accuracy by reducing error rates for both datasets compared to existing state-of-the-art prediction models. The proposed approach can potentially optimize home appliances' energy consumption by providing consumer awareness about their usage patterns.",2024-04,413-427,2,15,,,,"Place: TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY Publisher: SPRINGER HEIDELBERG Type: Article",Optimization; Bidirectional long short term memory model; Energy demand prediction; Genetic algorithm; Residential buildings; Sliding window technique,
GL7LNSK4,journalArticle,2024,"Zhao, Wenhui; Li, Tong; Xu, Danyang; Wang, Zhaohua",A global forecasting method of heterogeneous household short-term load based on pre-trained autoencoder and deep-LSTM model,ANNALS OF OPERATIONS RESEARCH,,0254-5330,10.1007/s10479-022-05070-y,,"Short-term load forecasting (STLF) of heterogeneous multi-agents plays a significant role in smart grid. Faced with special difficulties of multi-agent STLF due to the high heterogeneity, uncertainty and volatility, traditional local methods usually make predictions based on load aggregation or clustering, the complexity of which will rise greatly with the increase of agent types. It has become more and more difficult for traditional methods to meet the STLF demand of smart grid. Meanwhile, global time series forecasting method emerges gradually in many fields, which can make predictions for many agents only by one model with much lower complexity. However, there is few researches on the multi-agent global STLF. This study proposes a global deep-Long Short-Term Memory (LSTM) STLF model based on a pretraining method. The model fully applies the information such as electricity consumption pattern, weather and calendar in a structural and orderly way. The empirical results show that our model can effectively predict the daily load of heterogeneous households, with prediction accuracies of 87.9-90.2% on the test set across various tasks. Compared with the base model, our model achieves an 8.7% higher accuracy with a much faster convergence speed. Furthermore, the fluctuations of accuracy on different tasks are within 2.3%, showing that our model is robust. The superiority of the global method is proved through the comparison with local method in the empirical results. This study is expected to make contribution to global STLF of heterogeneous households and providing experience for the global prediction of heterogeneous time series based on deep-LSTM and pretraining method.",2024-08,227-259,"1-2, SI",339,,,,"Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article",Deep learning; LSTM; Short-term load forecasting; Autoencoder; Global forecasting; Heterogeneous households; Pretraining,
VTNQD4XG,journalArticle,2024,"Bai, Zhuohao",Residential electricity prediction based on GA-LSTM modeling,ENERGY REPORTS,,2352-4847,10.1016/j.egyr.2024.06.010,,"With residential electricity demand increasing year after year due to population growth and infrastructure expansion, accurate electricity load forecasting is critical to the operation of power systems. Although certain traditional machine learning models have achieved better results in several fields, their prediction accuracy for energy sources such as electricity is still unsatisfactory. The nonlinear and non-smooth consumption patterns of residential electricity make accurate prediction of electricity loads even more challenging. In this paper, we propose an attention-based competitive stochastic search method for training Long Short-Term Memory (LSTM) networks to predict electricity energy consumption. On the one hand, an attention layer is added to the traditional LSTM to assign feature weights; on the other hand, a genetic algorithm is introduced for stochastic search to prevent convergence to a local optimum during the training process. The experimental results show that the proposed model combines genetic algorithm and LSTM, and the prediction accuracy of the proposed model is higher than other existing prediction models in terms of root mean square error (RMSE), mean absolute error (MAE), r-square(R2), and mean absolute percentage error (MAPE), which are 0.6056, 0.3726, 0.8517, and 0.1856, respectively. In addition, the model also achieves excellent results in short-term prediction, which is better than the traditional LSTM, and the accuracy is significantly improved. It is proved that this method is effective and feasible in the prediction of power energy consumption.",2024-06,6223-6232,,11,,,,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",LSTM; Attention mechanism; Electric energy consumption; Genetic Algorithm,
49V5XBKB,journalArticle,2021,"Moldovan, Dorin; Slowik, Adam",Energy consumption prediction of appliances using machine learning and multi-objective binary grey wolf optimization for feature selection,APPLIED SOFT COMPUTING,,1568-4946,10.1016/j.asoc.2021.107745,,"Prediction of the energy consumed by household appliances is a challenging research topic owing to a transition toward the Internet of Everything. Although classical machine learning algorithms have evolved significantly in recent years owing to the advancements in big data and the Internet of Things, several challenges remain to be addressed. Thus, obtaining highly accurate predictions using as few computational resources as possible is the primary research goal of many studies. In this study, the energy consumptions of appliances were predicted using a method based on multi-objective binary grey wolf optimization, wherein the random forest, extra trees, decision tree, and K-nearest neighbor regression algorithms were employed. The two objectives of the present study were the maximization of the prediction performance of the algorithms and minimization of the number of selected features. The results were ranked using multi-objective optimization on the basis of ratio analysis. The proposed method was tested on the appliances energy prediction dataset publicly available at the UCI Machine Learning Repository, and its results were compared with those obtained using other similar methods. (C) 2021 Elsevier B.V. All rights reserved.",2021-11,,,111,,,,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",Feature selection; Energy consumption prediction of appliances; Grey wolf optimizer; MOORA; Multi-objective,
Q8UXL5W3,journalArticle,2023,"Fang, Lei; He, Bin",A deep learning framework using multi-feature fusion recurrent neural networks for energy consumption forecasting,APPLIED ENERGY,,0306-2619,10.1016/j.apenergy.2023.121563,,"Accurate energy load forecasting can not only provide favorable conditions for ensuring energy security but also reduce carbon emissions and thereby slow down the process of global warming. With the continuous construction of smart grids, energy consumption information can be easily obtained, which provides a good foundation for forecasting work. In the household energy consumption forecasting field, the current mainstream methods combine signal processing with artificial intelligence methods to improve forecasting accuracy. However, due to differences in residents' daily habits and sensor errors, the energy consumption data of individual households exhibit high volatility and contain noise. Existing methods' accuracy, robustness, generalization ability, and efficiency are challenged when considering multi-time scales and multi-samples. Based on this, this paper proposes a deep learning framework using multi-feature fusion recurrent neural networks for univariate energy consumption data. The proposed framework employs improved Singular Spectrum Analysis (SSA) and multivariate input recurrent neural network (RNN). To verify the effectiveness of the proposed framework, a series of comparative experiments were conducted on the Moroccan buildings' electricity consumption dataset (MORED). Experiments reveal that the proposed framework achieves adaptive decomposition of raw time series data and multi-feature fusion input. Moreover, under the evaluation of multiple metrics, the proposed framework outperforms the state-of-the-art methods in terms of forecasting accuracy, robustness, generalization ability, and efficiency.",10/15/2023,,,348,,,,"Place: 125 London Wall, London, ENGLAND Publisher: ELSEVIER SCI LTD Type: Article",Recurrent neural networks; Energy consumption forecasting; Adaptive decomposition; Multi-feature fusion; Signal processing methods,
SZV5I6BW,journalArticle,2024,"Benali, Ahmed Ala Eddine; Cafaro, Massimo; Epicoco, Italo; Pulimeno, Marco; Schioppa, Enrico Junior",Just in Time Transformers,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2024.3504862,,"Precise energy load forecasting in residential households is crucial for mitigating carbon emissions and enhancing energy efficiency; indeed, accurate forecasting enables utility companies and policymakers, who advocate sustainable energy practices, to optimize resource utilization. Moreover, smart meters provide valuable information by allowing for granular insights into consumption patterns. Building upon available smart meter data, our study aims to cluster consumers into distinct groups according to their energy usage behaviours, effectively capturing a diverse spectrum of consumption patterns. Next, we design JITtrans (Just In Time transformer), a novel transformer deep learning model that significantly improves energy consumption forecasting accuracy, with respect to traditional forecasting methods. Extensive experimental results validate our claims using proprietary smart meter data. Our findings highlight the potential of advanced predictive technologies to revolutionize energy management and advance sustainable power systems: the development of efficient and eco-friendly energy solutions critically depends on such technologies.",2024,178751-178767,,12,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article",smart meters; Clustering; energy consumption patterns; energy load forecasting; transformers,
K96LLEPL,journalArticle,2021,"Sinha, Ayush; Tayal, Raghav; Vyas, Aamod; Pandey, Pankaj; Vyas, O. P.",Forecasting Electricity Load With Hybrid Scalable Model Based on Stacked Non Linear Residual Approach,FRONTIERS IN ENERGY RESEARCH,,2296-598X,10.3389/fenrg.2021.720406,,"Power has totally different attributes than other material commodities as electrical energy stockpiling is a costly phenomenon. Since it should be generated when demanded, it is necessary to forecast its demand accurately and efficiently. As electrical load data is represented through time series pattern having linear and non-linear characteristics, it needs a model that may handle this behavior well in advance. This paper presents a scalable and hybrid approach for forecasting the power load based on Vector Auto Regression (VAR) and hybrid deep learning techniques like Long Short Term Memory (LSTM) and Convolutional Neural Network (CNN). CNN and LSTM models are well known for handling time series data. The VAR model separates the linear pattern in time series data, and CNN-LSTM is utilized to model non-linear patterns in data. CNN-LSTM works as CNN can extract complex features from electricity data, and LSTM can model temporal information in data. This approach can derive temporal and spatial features of electricity data. The experiment established that the proposed VAR-CNN-LSTM(VACL) hybrid approach forecasts better than more recent deep learning methods like Multilayer Perceptron (MLP), CNN, LSTM, MV-KWNN, MV-ANN, Hybrid CNN-LSTM and statistical techniques like VAR, and Auto Regressive Integrated Moving Average (ARIMAX). Performance metrics such as Mean Square Error, Root Mean Square Error, and Mean Absolute Error have been used to evaluate the performance of the discussed approaches. Finally, the efficacy of the proposed model is established through comparative studies with state-of-the-art models on Household Power Consumption Dataset (UCI machine learning repository) and Ontario Electricity Demand dataset (Canada).",11/26/2021,,,9,,,,"Place: AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND Publisher: FRONTIERS MEDIA SA Type: Article",time series; convolutional neural network; electrical load forecasting; long short term memory; vector auto regression,
SEBDRBW5,journalArticle,2022,"Gong, Huangjie; Alden, Rosemary E.; Patrick, Aron; Ionel, Dan M.",Forecast of Community Total Electric Load and HVAC Component Disaggregation through a New LSTM-Based Method,ENERGIES,,,10.3390/en15092974,,"The forecast and estimation of total electric power demand of a residential community, its baseload, and its heating ventilation and air-conditioning (HVAC) power component, which represents a very large portion of a community electricity usage, are important enablers for optimal energy controls and utility planning. This paper proposes a method that employs machine learning in a multi-step integrated approach. An LSTM model for total electric power at the main circuit feeder is trained using historic multi-year hourly data, outdoor temperature, and solar irradiance. New key temperature indicators, TmHAVC, corresponding to the standby zero-power operation for HVAC systems for summer cooling and winter heating are introduced using a V-shaped hourly total load curve. The trained LTSM model is additionally run with TmHVAC and zero irradiance inputs yielding an estimated baseload, which is representative of typical occupancy patterns. The HVAC power component is disaggregated as the difference between total and baseload power. Total power forecasts of an aggregated residential community as seen by major distribution lines are experimentally validated with a satisfactory MAPE error below 10% based on a 4-year dataset from a representative suburban community with more than 1800 homes in Kentucky, U.S. Discussions regarding the validity of the separation method based on combined considerations of fundamental physics, statistics, and human behavior are also included.",2022-05,,9,15,,,,"Place: MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",machine learning; smart meter; LSTM; big data; electric load forecasting; smart grid; heating; air-conditioning; baseload; community power; disaggregation; distribution power system; HVAC system power; NILM,
N7JPTKBE,journalArticle,2025,"Hribar, Jernej; Fortuna, Carolina; Mohorcic, Mihael",The role of age of information in enhancing short-term energy forecasting,ENERGY,,0360-5442,10.1016/j.energy.2025.134704,,"Short-term consumption and generation forecasts are expected to play an important role in future energy systems, be for system management or for informing trading platforms. Such forecasts are based on millions of measurements from thousands of Smart Meters (SMs) usually collected at a central location through wireless communication technology. However, this process is prone to delays, that hinder the performance of forecasting methods increasingly based on Machine Learning (ML). In this paper we investigate a new prioritization strategy, based on Age of Information (AoI) optimal processing of measurements at the aggregation node and demonstrate that adopting the AoI-optimal approach improves short-term forecasting. The considered workflow includes SMs sending measurements through a wireless network, an aggregation node where the proposed AoI and conventional policies are compared, followed by a forecasting module realized with 5 different techniques. Simulations with real-world data show AoI-optimal processing doubles 5-minute forecasting accuracy and improves up to 45-minute predictions by over 10%. AoI-optimal processing, unlike traditional approaches, ensures that the system has the most up-to-date measurements available for forecasting. Our findings demonstrate that the way information is processed at the aggregation node is crucial for real-time actions in smart grids, such as short-term household load forecasting.",3/1/2025,,,318,,,,"Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Publisher: PERGAMON-ELSEVIER SCIENCE LTD Type: Article",Smart grids; Age of information; Queuing theory; Short-term forecasting,
BA7VFIQ7,journalArticle,2024,"Kumaraswamy, S.; Subathra, K.; Dattathreya; Geeitha, S.; Ramkumar, Govindaraj; Metwally, Ahmed Sayed M.; Ansari, Mohd Zahid",An ensemble neural network model for predicting the energy utility in individual houses,COMPUTERS & ELECTRICAL ENGINEERING,,0045-7906,10.1016/j.compeleceng.2023.109059,,"With the rapid increase in the world's human population and the advancement of technology, energy utilization has substantially increased. To sustain a stable stream of energy, it is vital to anticipate power utilization beforehand. This issue makes predicting short-term electrical time series use difficult. In this research, the user proposed a neural network with a deep learning prototype that performs energy prediction by combining. Long Short-Term Memory (LSTM) and Feed Forward Neural Networks (FFNN). In order to enhance the performance, the ensemble FFNN-LSTM network and the Stationary Wavelet Transform (SWT) method are combined to create a hybrid deep learning algorithm. The SWT's reduction of instability and expansion of data dimensionality may improve the FFNN-LSTM forecasting accuracy. The suggested technique's predicting effectiveness is even further improved by the ensemble Long short-term neural network. On the basis of a real-world household energy usage database gathered by the ?UKDALE? project, validation studies were carried out. Researchers determined that the LSTM-FFNN based SWT produced a better result in terms of accuracy and energy utilization than other existing results after contrasting the experimental findings to the baseline, which is the conventional LSTM and Moving Average (MA) based upon the Root Mean Squared Error (RMSE) score.",2024-03,,,114,,,,"Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Publisher: PERGAMON-ELSEVIER SCIENCE LTD Type: Article",Energy utilization; LSTM-FFNN; Stationary wavelet transform; UK-DALE,
XPGLYGFN,journalArticle,2024,"Zhang, Xiao-Yu; Cordoba-Pachon, Jose-Rodrigo; Guo, Peiqian; Watkins, Chris; Kuenzel, Stefanie",Privacy-Preserving Federated Learning for Value-Added Service Model in Advanced Metering Infrastructure,IEEE TRANSACTIONS ON COMPUTATIONAL SOCIAL SYSTEMS,,2329-924X,10.1109/TCSS.2022.3204361,,"Advanced metering infrastructure (AMI) is the backbone of the next generation smart city and smart grid; it not only provides near real-time two-way communication between the consumers and the energy systems, but also enables the third parties (TPs) to provide relevant value-added services to the consumers to improve user satisfaction. However, the existing services are implemented in a centralized manner, which has potential and associated security and privacy risks also increased with Internet-of-Things (IoT) devices. To better balance the quality of the services and ensure users' privacy, a TP AMI service model based on differentially private federated learning (FL) is proposed in this article. Instead of sending the private energy data to the cloud server, the proposed service model trains the neural network models locally, and only model parameters are shared with the central server. Moreover, the identity of individuals is eliminated by adding random Gaussian noise during the secure aggregation. Furthermore, an attention-based bidirectional long short-term memory (ATT-BLSTM) neural network model is adopted to solve the long-range dependency problem of conventional neural networks. In the case study, a residential short-term load forecasting (STLF) task is implemented to evaluate the performance of the proposed model. Compared with other state-of-the-art energy service models, the proposed one can achieve similar accuracy as the typical centralized model and balances the trade-off between privacy loss and prediction accuracy flexibly.",2024-02,117-131,1,11,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article",Computational modeling; Load modeling; Data models; Servers; Smart grids; Advanced metering infrastructure (AMI); Internet of Things; attention-based deep learning; differential privacy (DP); energy cyber-physical social system (CPSS); federated service; Privacy,
